,m2_construit,nb_pieces,nb_sdb,nb_etages,latitude,longitude,prix_achat,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
18407,80,3,2,0,40.34561,-3.695956,263000,3288,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18406,125,2,2,0,40.34561,-3.695956,630000,5040,1,1967.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18405,37,1,1,0,40.472549,-3.642551,97260,2629,0,2077.0,0,0,0,0,0,0,0,0,16,True,False,False,False
18404,30,2,1,0,40.34561,-3.695956,125000,4167,0,1900.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18403,49,3,1,0,40.34561,-3.695956,250000,5102,0,2077.0,1,0,0,1,0,0,1,0,17,False,True,False,False
18402,213,4,3,3,40.34561,-3.695956,620000,2911,0,2002.0,0,0,0,1,0,1,0,1,17,False,False,True,False
18401,50,2,1,0,40.34561,-3.695956,159000,3180,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18400,270,4,3,0,40.34561,-3.695956,790000,2926,1,2077.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18399,72,3,1,0,40.34561,-3.695956,229000,3181,0,1976.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18398,42,1,1,0,40.34561,-3.695956,169500,4036,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18397,77,2,1,0,40.34561,-3.695956,279000,3623,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18396,50,2,1,0,40.34561,-3.695956,249000,4980,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18395,71,1,1,0,40.472549,-3.642551,320000,4507,0,2077.0,1,0,0,0,0,0,1,1,16,True,False,False,False
18393,77,3,1,0,40.34561,-3.695956,253000,3286,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18390,82,2,2,0,40.34561,-3.695956,315000,3841,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18388,78,3,1,0,40.472549,-3.642551,189000,2423,0,1957.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18387,142,4,2,0,40.472549,-3.642551,570000,4014,0,1965.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18386,81,3,1,0,40.472549,-3.642551,250000,3086,1,2077.0,1,0,0,0,0,1,0,0,16,True,False,False,False
18385,35,1,1,0,40.34561,-3.695956,120000,3429,0,1960.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18384,60,2,1,0,40.34561,-3.695956,239000,3983,0,1920.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18383,55,1,1,0,40.34561,-3.695956,280000,5091,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18382,35,1,1,0,40.34561,-3.695956,120000,3429,0,1960.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18381,120,4,2,0,40.34561,-3.695956,530000,4417,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18380,107,3,2,0,40.34561,-3.695956,265000,2477,1,1960.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18379,84,3,1,0,40.34561,-3.695956,230000,2738,0,2077.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18378,26,1,1,0,40.34561,-3.695956,122000,4692,0,1986.0,1,0,0,0,0,0,0,0,17,False,True,False,False
18377,231,4,3,0,40.472549,-3.642551,975000,4221,1,1965.0,1,0,0,1,0,1,0,1,16,True,False,False,False
18375,60,2,1,0,40.34561,-3.695956,174000,2900,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18374,90,3,3,0,40.34561,-3.695956,319000,3544,0,2077.0,0,0,0,0,1,0,0,0,17,True,False,False,False
18373,26,1,1,0,40.34561,-3.695956,174000,6692,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18372,93,2,1,0,40.34561,-3.695956,430000,4624,0,2077.0,0,0,0,0,0,0,0,1,17,True,False,False,False
18371,225,5,2,0,40.34561,-3.695956,990000,4400,1,2077.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18370,61,3,2,0,40.34561,-3.695956,219000,3590,0,1955.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18369,48,1,1,0,40.34561,-3.695956,176900,3685,0,1996.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18368,50,1,1,0,40.34561,-3.695956,200000,4000,0,1925.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18367,30,1,1,0,40.34561,-3.695956,185000,6167,0,1925.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18366,114,2,2,0,40.34561,-3.695956,370000,3246,0,1975.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18365,69,2,2,0,40.34561,-3.695956,235000,3406,0,2020.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18364,65,1,1,0,40.34561,-3.695956,198000,3046,0,2020.0,1,0,0,1,0,1,1,0,17,True,False,False,False
18363,82,3,1,0,40.472549,-3.642551,239900,2926,0,2077.0,0,0,0,1,0,0,0,0,16,True,False,False,False
18362,100,3,2,0,40.34561,-3.695956,330000,3300,0,1950.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18361,95,3,1,0,40.34561,-3.695956,199000,2095,1,1989.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18360,93,1,1,0,40.34561,-3.695956,248500,2672,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18359,39,1,1,0,40.34561,-3.695956,155000,3974,0,1930.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18357,80,2,1,0,40.472549,-3.642551,320000,4000,0,2077.0,1,0,0,0,0,1,1,1,16,True,False,False,False
18356,81,1,2,0,40.34561,-3.695956,279000,3444,0,2019.0,1,0,0,1,0,1,0,0,17,False,True,False,False
18355,43,2,1,0,40.34561,-3.695956,145000,3372,0,1905.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18354,60,3,2,0,40.34561,-3.695956,210000,3500,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18353,26,1,1,0,40.34561,-3.695956,174000,6692,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18352,110,4,3,0,40.472549,-3.642551,770000,7000,0,1975.0,1,0,1,0,0,0,0,0,16,True,False,False,False
18351,60,3,2,0,40.34561,-3.695956,210000,3500,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18350,80,3,1,0,40.472549,-3.642551,275000,3438,0,2077.0,1,0,0,1,0,1,0,0,16,True,False,False,False
18349,63,2,1,0,40.34561,-3.695956,215000,3413,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18348,62,2,1,0,40.34561,-3.695956,220000,3548,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18347,102,3,2,0,40.472549,-3.642551,315000,3088,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18346,63,2,1,0,40.34561,-3.695956,215000,3413,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18345,96,3,2,0,40.34561,-3.695956,320000,3333,0,2007.0,1,0,0,1,1,0,0,0,17,True,False,False,False
18344,188,3,2,0,40.34561,-3.695956,890000,4734,0,2077.0,1,0,0,1,0,0,0,0,17,False,False,False,True
18343,63,3,1,0,40.34561,-3.695956,150000,2381,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18342,122,4,3,0,40.472549,-3.642551,774000,6344,0,2077.0,1,0,1,0,0,0,0,0,16,True,False,False,False
18341,54,1,1,0,40.472549,-3.642551,228000,4222,0,2005.0,1,0,0,0,0,1,0,0,16,True,False,False,False
18340,80,2,2,0,40.34561,-3.695956,280000,3500,0,2077.0,1,0,0,1,0,0,0,1,17,False,False,False,True
18339,85,3,2,0,40.34561,-3.695956,350000,4118,1,2077.0,1,0,0,1,1,0,0,0,17,True,False,False,False
18338,120,4,2,0,40.472549,-3.642551,450000,3750,1,2077.0,1,0,0,1,1,0,0,0,16,False,False,False,True
18337,135,5,2,0,40.34561,-3.695956,363000,2689,1,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18336,25,1,1,0,40.34561,-3.695956,110000,4400,1,1902.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18335,124,2,2,0,40.34561,-3.695956,369000,2976,0,2006.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18334,65,1,2,0,40.34561,-3.695956,149500,2300,0,1925.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18333,212,4,3,0,40.34561,-3.695956,795000,3750,0,1965.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18332,35,2,1,0,40.34561,-3.695956,197000,5629,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18330,276,5,3,0,40.34561,-3.695956,845000,3062,1,1960.0,1,0,0,1,0,1,1,1,17,True,False,False,False
18329,60,2,1,0,40.34561,-3.695956,169000,2817,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18328,60,3,1,0,40.34561,-3.695956,140000,2333,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18327,74,2,1,0,40.34561,-3.695956,252920,3418,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18326,74,2,1,0,40.34561,-3.695956,238850,3228,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18325,56,1,1,0,40.34561,-3.695956,254760,4549,0,2077.0,1,0,0,1,0,1,0,1,17,False,False,False,True
18324,33,1,1,0,40.34561,-3.695956,175000,5303,0,1900.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18323,46,2,1,0,40.34561,-3.695956,230000,5000,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18322,109,2,2,0,40.34561,-3.695956,275000,2523,0,1900.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18321,66,3,1,0,40.472549,-3.642551,205000,3106,0,2077.0,0,0,0,0,0,0,0,0,16,True,False,False,False
18320,40,2,1,0,40.34561,-3.695956,119000,2975,0,2077.0,0,0,0,0,0,0,0,0,17,True,False,False,False
18319,52,2,1,0,40.34561,-3.695956,200000,3846,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18318,41,1,1,0,40.34561,-3.695956,185000,4512,0,2008.0,1,0,0,1,0,0,0,1,17,False,True,False,False
18317,130,2,1,0,40.472549,-3.642551,721000,5546,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18316,50,2,1,0,40.34561,-3.695956,165000,3300,0,1979.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18315,67,1,1,0,40.472549,-3.642551,275000,4104,0,2077.0,1,0,1,1,0,0,1,0,16,True,False,False,False
18314,67,1,1,0,40.472549,-3.642551,275000,4104,0,2077.0,1,0,1,1,0,0,1,0,16,True,False,False,False
18313,77,2,1,0,40.34561,-3.695956,101000,1312,1,1991.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18312,74,2,2,0,40.472549,-3.642551,365000,4932,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18311,66,3,1,0,40.34561,-3.695956,190000,2879,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18310,238,5,4,0,40.472549,-3.642551,1300000,5462,0,1976.0,1,0,0,0,0,1,0,1,16,True,False,False,False
18309,159,5,2,0,40.472549,-3.642551,560000,3522,1,1981.0,1,0,0,1,0,1,0,1,16,True,False,False,False
18308,245,5,3,0,40.34561,-3.695956,835000,3408,1,1960.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18307,59,2,1,0,40.34561,-3.695956,315000,5339,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18306,230,5,3,0,40.34561,-3.695956,949000,4126,1,1965.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18305,105,3,2,0,40.34561,-3.695956,330000,3143,0,1950.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18304,60,2,2,0,40.472549,-3.642551,233000,3883,0,1965.0,0,0,0,0,1,1,0,0,16,True,False,False,False
18302,65,1,1,0,40.34561,-3.695956,225170,3464,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18301,169,3,2,0,40.34561,-3.695956,567074,3355,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18300,161,3,2,0,40.34561,-3.695956,546507,3394,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18299,154,3,2,0,40.34561,-3.695956,523658,3400,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18298,135,2,1,0,40.34561,-3.695956,488910,3622,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18297,85,1,1,0,40.34561,-3.695956,369663,4349,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18296,85,1,1,0,40.34561,-3.695956,371838,4375,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18295,155,3,2,0,40.34561,-3.695956,521216,3363,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18294,136,2,1,0,40.34561,-3.695956,489469,3599,0,2077.0,1,0,1,1,0,1,0,0,17,True,False,False,False
18293,109,1,1,0,40.34561,-3.695956,299000,2743,0,2077.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18292,203,4,3,0,40.34561,-3.695956,1575000,7759,0,1967.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18291,99,2,2,0,40.34561,-3.695956,550000,5556,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18290,144,3,2,0,40.472549,-3.642551,665000,4618,1,2077.0,1,0,0,1,1,0,0,1,16,True,False,False,False
18289,85,3,1,0,40.34561,-3.695956,290000,3412,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18288,100,4,2,0,40.34561,-3.695956,399500,3995,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18286,71,3,1,0,40.34561,-3.695956,194000,2732,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18285,57,1,1,0,40.34561,-3.695956,169000,2965,0,1990.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18284,63,2,1,0,40.34561,-3.695956,140000,2222,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18283,85,3,1,0,40.472549,-3.642551,420000,4941,0,2077.0,1,0,0,1,1,0,0,1,16,True,False,False,False
18281,70,3,1,0,40.34561,-3.695956,269000,3843,0,2077.0,1,0,0,1,1,0,1,0,17,True,False,False,False
18280,55,2,1,0,40.34561,-3.695956,160000,2909,1,1930.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18279,90,2,1,0,40.472549,-3.642551,390000,4333,0,2077.0,1,0,0,1,0,0,0,0,16,False,False,False,True
18278,60,1,1,0,40.34561,-3.695956,315000,5250,0,2077.0,1,0,0,1,0,1,0,1,17,False,False,False,True
18277,90,2,1,0,40.34561,-3.695956,340000,3778,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18276,90,2,1,0,40.34561,-3.695956,350000,3889,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18275,90,2,1,0,40.34561,-3.695956,340000,3778,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18274,90,2,1,0,40.34561,-3.695956,350000,3889,0,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18273,80,1,2,0,40.34561,-3.695956,315000,3938,0,2077.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18272,38,2,1,0,40.34561,-3.695956,124900,3287,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18271,75,3,2,0,40.34561,-3.695956,319000,4253,1,1960.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18270,55,1,1,0,40.472549,-3.642551,250000,4545,0,1978.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18269,80,3,1,0,40.34561,-3.695956,235000,2938,1,2077.0,1,0,0,1,1,0,0,0,17,False,False,False,True
18268,60,2,1,0,40.472549,-3.642551,220000,3667,0,1964.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18267,108,2,2,0,40.472549,-3.642551,550000,5093,0,2077.0,1,0,1,0,0,0,0,1,16,True,False,False,False
18266,78,2,2,0,40.472549,-3.642551,255000,3269,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18265,80,3,1,0,40.34561,-3.695956,234000,2925,0,2077.0,1,0,0,1,1,0,0,0,17,True,False,False,False
18264,110,3,1,0,40.34561,-3.695956,325000,2955,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18263,192,4,3,0,40.34561,-3.695956,630000,3281,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18262,72,3,2,0,40.34561,-3.695956,277000,3847,0,1925.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18261,117,3,2,0,40.34561,-3.695956,458000,3915,0,1960.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18260,64,2,2,0,40.472549,-3.642551,449000,7016,0,1973.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18259,100,2,1,0,40.472549,-3.642551,360000,3600,0,1952.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18258,75,2,1,0,40.34561,-3.695956,240000,3200,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18257,91,3,2,0,40.34561,-3.695956,375000,4121,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18256,77,3,1,0,40.34561,-3.695956,360000,4675,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18255,86,3,1,0,40.472549,-3.642551,360000,4186,0,1967.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18254,62,2,2,0,40.34561,-3.695956,235000,3790,0,1950.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18253,128,3,2,0,40.472549,-3.642551,599000,4680,0,2077.0,1,0,1,1,1,1,1,1,16,True,False,False,False
18252,40,2,1,0,40.472549,-3.642551,120000,3000,1,1920.0,0,0,0,0,0,0,0,0,16,False,False,True,False
18251,77,2,2,0,40.472549,-3.642551,459000,5961,0,1973.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18250,40,1,1,0,40.472549,-3.642551,285000,7125,0,1973.0,1,0,0,0,0,0,0,1,16,True,False,False,False
18249,85,2,1,0,40.472549,-3.642551,339000,3988,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18248,46,2,1,0,40.34561,-3.695956,210000,4565,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18247,91,3,2,0,40.34561,-3.695956,280000,3077,0,1996.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18246,75,2,1,0,40.34561,-3.695956,203000,2707,0,1965.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18245,87,3,1,0,40.34561,-3.695956,259000,2977,1,1966.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18244,78,3,2,0,40.34561,-3.695956,320000,4103,1,2077.0,1,0,0,1,0,0,1,0,17,True,False,False,False
18243,94,3,2,0,40.34561,-3.695956,405000,4309,0,2077.0,1,0,0,1,0,1,0,0,17,False,True,False,False
18242,55,1,1,0,40.34561,-3.695956,250000,4545,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18241,85,2,2,0,40.34561,-3.695956,385000,4529,0,2077.0,1,0,0,1,0,1,0,0,17,False,True,False,False
18240,49,1,1,0,40.34561,-3.695956,225000,4592,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18239,55,1,1,0,40.34561,-3.695956,245000,4455,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18238,48,1,1,0,40.34561,-3.695956,220000,4583,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18237,169,5,2,0,40.34561,-3.695956,625000,3698,1,1958.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18236,62,1,1,0,40.34561,-3.695956,385000,6210,0,2077.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18235,73,2,1,0,40.34561,-3.695956,295693,4051,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18234,88,2,2,0,40.34561,-3.695956,356175,4047,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18233,88,2,2,0,40.34561,-3.695956,353900,4022,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18232,90,2,1,0,40.34561,-3.695956,440300,4892,0,2077.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18231,88,2,2,0,40.34561,-3.695956,340697,3872,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18230,70,1,1,0,40.34561,-3.695956,304869,4355,0,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18229,58,2,1,0,40.34561,-3.695956,345000,5948,0,2077.0,1,0,0,0,1,0,0,0,17,True,False,False,False
18228,100,3,1,0,40.34561,-3.695956,335000,3350,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18227,235,5,3,0,40.472549,-3.642551,650000,2766,0,1962.0,1,0,0,1,1,0,1,0,16,True,False,False,False
18226,100,2,1,0,40.472549,-3.642551,360000,3600,0,1952.0,1,0,0,0,0,0,1,0,16,True,False,False,False
18225,104,3,2,0,40.34561,-3.695956,385000,3702,0,2010.0,1,0,0,1,0,1,0,1,17,False,False,False,True
18224,71,3,1,0,40.34561,-3.695956,277500,3908,0,1960.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18223,232,3,3,0,40.472549,-3.642551,1150000,4957,0,1974.0,1,0,0,0,1,1,0,1,16,False,False,False,True
18222,270,5,3,0,40.34561,-3.695956,845000,3130,1,1980.0,1,0,0,1,0,1,1,1,17,True,False,False,False
18221,187,2,2,0,40.34561,-3.695956,1500000,8021,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18220,61,2,1,0,40.472549,-3.642551,205000,3361,0,1959.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18218,45,1,1,0,40.34561,-3.695956,196160,4359,0,2021.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18217,69,1,1,0,40.34561,-3.695956,228822,3316,0,2021.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18215,126,4,3,0,40.34561,-3.695956,600000,4762,1,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18214,136,4,2,0,40.34561,-3.695956,435000,3199,1,1970.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18213,122,3,2,0,40.34561,-3.695956,399507,3275,0,2077.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18212,83,2,2,0,40.34561,-3.695956,377789,4552,0,2077.0,1,0,0,1,0,1,0,1,17,False,False,False,True
18211,121,3,2,0,40.34561,-3.695956,665000,5496,1,2077.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18210,280,5,3,0,40.34561,-3.695956,950000,3393,1,2077.0,1,0,0,0,0,1,0,1,17,True,False,False,False
18209,69,3,1,0,40.34561,-3.695956,167000,2420,1,1945.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18208,57,2,1,0,40.472549,-3.642551,160000,2807,1,1959.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18207,145,4,2,0,40.34561,-3.695956,595000,4103,1,1970.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18206,145,4,2,0,40.34561,-3.695956,590000,4069,1,1970.0,1,0,0,1,0,1,0,1,17,True,False,False,False
18205,73,3,1,0,40.34561,-3.695956,88000,1205,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18204,49,2,1,0,40.34561,-3.695956,270000,5510,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18203,75,3,1,0,40.34561,-3.695956,277500,3700,0,1960.0,1,0,0,1,1,0,0,0,17,True,False,False,False
18202,71,3,1,0,40.34561,-3.695956,320000,4507,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18201,61,1,2,0,40.34561,-3.695956,295000,4836,0,2008.0,1,0,0,1,0,0,0,0,17,False,True,False,False
18200,112,3,2,0,40.34561,-3.695956,395000,3527,0,1971.0,1,0,0,1,0,0,0,1,17,True,False,False,False
18199,68,2,1,0,40.472549,-3.642551,146900,2160,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
18198,75,3,2,0,40.34561,-3.695956,330000,4400,0,1955.0,1,0,0,0,0,0,0,1,17,True,False,False,False
18197,98,2,1,0,40.34561,-3.695956,260000,2653,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18196,84,2,1,0,40.472549,-3.642551,390000,4643,0,1973.0,1,0,0,1,0,0,0,1,16,True,False,False,False
18195,136,4,2,0,40.34561,-3.695956,375000,2757,0,1965.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18194,85,2,1,0,40.472549,-3.642551,311000,3659,0,1960.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18193,61,2,2,0,40.472549,-3.642551,413000,6770,0,1973.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18191,130,4,3,0,40.34561,-3.695956,575000,4423,0,1960.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18190,40,2,1,0,40.34561,-3.695956,215000,5375,0,2077.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18189,67,2,1,0,40.34561,-3.695956,375000,5597,0,1981.0,1,0,0,1,0,0,0,0,17,True,False,False,False
18188,92,3,2,0,40.472549,-3.642551,365000,3967,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18185,56,1,2,0,40.34561,-3.695956,279000,4982,0,2018.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18184,187,2,1,0,40.34561,-3.695956,1500000,8021,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18183,50,2,1,0,40.34561,-3.695956,125000,2500,1,1940.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18182,69,2,2,0,40.34561,-3.695956,249624,3618,0,2021.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18181,69,2,2,0,40.34561,-3.695956,235756,3417,0,2021.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18180,58,2,1,0,40.34561,-3.695956,189000,3259,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18178,126,2,2,0,40.34561,-3.695956,460000,3651,0,2017.0,1,0,0,0,0,1,0,1,17,False,True,False,False
18177,186,4,2,0,40.34561,-3.695956,675000,3629,1,1955.0,1,0,0,1,1,1,0,0,17,True,False,False,False
18176,82,1,2,0,40.34561,-3.695956,279000,3402,0,2019.0,1,0,0,1,0,1,0,0,17,False,False,False,True
18175,49,1,1,0,40.34561,-3.695956,187000,3816,0,2077.0,1,0,0,0,0,0,0,0,17,True,False,False,False
18173,108,3,1,0,40.34561,-3.695956,285000,2639,0,1990.0,0,0,0,1,0,1,0,0,17,False,False,False,True
18172,203,4,4,0,40.34561,-3.695956,1575000,7759,0,1967.0,1,0,0,0,0,0,1,1,17,True,False,False,False
18171,162,4,3,0,40.472549,-3.642551,829000,5117,1,1960.0,1,0,0,1,0,0,1,1,16,True,False,False,False
18170,67,1,1,0,40.472549,-3.642551,250000,3731,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18169,70,1,1,0,40.472549,-3.642551,260000,3714,0,1945.0,1,0,0,0,0,0,0,0,16,True,False,False,False
18168,76,2,1,0,40.34561,-3.695956,365000,4803,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18167,76,2,1,0,40.34561,-3.695956,360000,4737,0,2077.0,1,0,0,0,0,1,0,0,17,True,False,False,False
18166,58,1,1,0,40.34561,-3.695956,330000,5690,0,2077.0,1,0,0,1,0,1,0,0,17,True,False,False,False
18165,128,3,2,0,40.34561,-3.695956,599000,4680,0,2077.0,1,0,1,1,1,1,1,1,17,True,False,False,False
18164,117,3,2,0,40.34561,-3.695956,449000,3838,0,2077.0,1,0,1,1,0,1,0,1,17,False,False,False,True
